id,title,description,price,url,avg_review,image,company,tags,category,github_link,reviewcount,current_version,updated,thirdparty,require_license,pwa_ready,updated_at,created_at
1407,Volusion to Magento 2 Product Importer [M2],Volusion to Magento2 Product Importer helps the admin to migrate product data and their images from his Volusion store to Magento2 in bulk.,"0",https://cedcommerce.com/magento-2-extensions/volusion-to-magento-2-product-importer,"",https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/v/o/volusion-to-magento-product-importer.png,CEDCommerce,"","","",,,,,"0","0",2022-01-23 01:36:07,2020-05-02 02:43:08
1408,Wadi Magento 2 Integration,CedCommerce Wadi-Magento 2 Integration enables merchants to create Magento 2 products on Wadi.com & manage Wadi orders & shipments itself from Magento...,"0",https://cedcommerce.com/magento-2-extensions/wadi-magento-2-integration,"",https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/w/a/wadi.png,CEDCommerce,"","","",,,,,"0","0",2022-01-23 01:36:07,2020-05-02 02:43:08
1409,Walmart Affiliate Program [M2],Walmart Affiliate Program [M2] allows users to import products from Walmart in their Magento 2 store for advertisement and earn commissions.,"0",https://cedcommerce.com/magento-2-extensions/walmart-affiliate-program,"",https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/w/a/walmartaffilate.png,CEDCommerce,"","","",,,,,"0","0",2022-01-23 01:36:07,2020-05-02 02:43:08
1410,Wayfair Magento 2 Integration,CedCommerce Wayfair-Magento 2 Integration enables merchants to create Magento products on Wayfair.com & manage Wish orders & shipments itself from Magento...,"0",https://cedcommerce.com/magento-2-extensions/wayfair-magento-2-integration,"",https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/w/a/wayfair-magento-2-integration.png,CEDCommerce,"","","",,,,,"0","0",2022-01-23 01:36:07,2020-05-02 02:43:08
1411,Wish to Magento 2 Product Importer [M2],"Wish to Magento 2 Product Importer is an extension which, allows you to migrate product data from your Wish marketplace to Magento 2 in bulk.","0",https://cedcommerce.com/magento-2-extensions/wish-to-magento-2-product-importer,"",https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/w/i/wish-magento-2-importer.png,CEDCommerce,"","","",,,,,"0","0",2022-01-23 01:36:07,2020-05-02 02:43:08
1412,Yandex Magento 2 Integration,CedCommerce Yandex-Magento 2 Integration enables merchants to create Magento 2 products on Yandex.ru & manage Yandex orders & shipments itself from Magento...,"0",https://cedcommerce.com/magento-2-extensions/yandex-magento-2-integration,"",https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/y/a/yandex.png,CEDCommerce,"","","",,,,,"0","0",2022-01-23 01:36:07,2020-05-02 02:43:08
1583,Product Carousel Widget for Magento 2,Product Carousel Widget for Magento 2 : The extension Product Carousel Widget ...,"0",https://store.webkul.com/Product-Carousel-Widget-Magento2.html,null,https://store.webkul.com/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/p/r/product-carousel_3.png,Webkul,"","","",,,,,"0","0",2022-01-23 01:36:07,2020-05-02 21:07:16
1661,Magic Slideshow for Magento 2,Magic Slideshow For Magento 2:Magic Slideshow allows you to display multiple i...,"0",https://store.webkul.com/Magic-Slideshow-Magento2.html,null,https://store.webkul.com/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/m/a/magic-slideshow_1.png,Webkul,"","","",,,,,"0","0",2022-01-23 01:36:07,2020-05-02 21:07:16
1700,UVdesk Free Helpdesk for Magento 2,Magento 2 UVdesk Helpdesk: UVdesk â€“ Magento 2 Free Helpdesk Ticket Syste...,"0",https://store.webkul.com/magento2-uvdesk-helpdesk-extension.html,7 Review(s),https://store.webkul.com/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/u/v/uvdesk-connector.png,Webkul,"","","",,,,,"0","0",2022-01-23 01:37:07,2020-05-02 21:07:16
1830,Magento 2 SMS Notification,Magento 2 SMS Notification Extension provides facility to notify customers about various order status activities through text messages.,"0",https://magecomp.com/magento-2-sms-notification.html,37 Review(s),https://q2w6m4y3.stackpathcdn.com/media/catalog/product/cache/1/small_image/241x241/9df78eab33525d08d6e5fb8d27136e95/s/m/sms_notification.png,Magecomp,"","","",,,,,"0","0",2022-01-23 01:37:07,2020-05-03 03:16:20
1842,https://www.mageplaza.com/magento-2-smtp,"Magento 2 SMTP helps improve your email reputation which is vital for every email marketing campaign. Say GOODBYE to SPAMBOX now! With friendly configurable port and host, brief modules along with user guide line stick below the fields, this extension is surely be useful for every online store.","0",https://www.mageplaza.com/magento-2-smtp,"",https://www.mageplaza.com/assets/img/extensions/magento-2-smtp.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-smtp,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1843,https://www.mageplaza.com/magento-2-google-sitemap,"XML Google Sitemap is one of the most effective solutions which may optimize your site. Sitemap helps to navigate your site more easily. It is not only good for your users but also your search engines. There are two types of sitemap: HTML sitemap and XML sitemap. HTML sitemap can help your customers easily navigate the site and find product quickly. XML sitemap helps search engines understand your site better; hence the index process is much faster and your site will have higher ranking, then attract more customers, generate more organic traffic.","0",https://www.mageplaza.com/magento-2-google-sitemap,"",https://www.mageplaza.com/assets/img/extensions/magento-2-sitemap.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-google-xml-sitemap,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1844,https://www.mageplaza.com/magento-2-multi-flat-rates-shipping,Magento 2 Multiple Shipping Flat Rates Shipping by Mageplaza is regarded as a must-have extension which assists store owners to diversify the shipping charges based on different countries. This brings benefits to both store owners and customers.,"0",https://www.mageplaza.com/magento-2-multi-flat-rates-shipping,"",https://www.mageplaza.com/assets/img/extensions/mulitple-shipping-flat-rates.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-multi-flat-rates,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1845,https://www.mageplaza.com/magento-2-share-cart,Magento 2 Share Cart extension allows customers to share their shopping cart with friends and family. This is a useful way to promote store’s products via the existing users efficiently and improve stores’ conversion rate.,"0",https://www.mageplaza.com/magento-2-share-cart,"",https://www.mageplaza.com/assets/img/extensions/share-cart.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-share-cart,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1846,https://www.mageplaza.com/magento-2-better-blog,"Magento 2 Blog extension is a must-have tool for any online store owner who wishes to manage blogs right on the Magento store without relying on other platforms. Once integrated into the backend, this powerful module allows you to open a blog and manage categories, posts, comments with ease. Noticeably, free Blog extension is extremely easy to set up and update.","0",https://www.mageplaza.com/magento-2-better-blog,"",https://www.mageplaza.com/assets/img/extensions/magento-2-blog-extension.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-blog,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1847,https://www.mageplaza.com/magento-2-quick-flush-cache,"Magento 2 Quick Flush Cache is the solution to save a lot of time flushing cache at the admin backend. With Quick Flush Cache, clearing cache becomes easily with the automatic process or ajax flushing on the current page","0",https://www.mageplaza.com/magento-2-quick-flush-cache,"",https://www.mageplaza.com/assets/img/extensions/quick-flush-cache.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-quick-flush-cache,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1848,https://www.mageplaza.com/magento-2-two-factor-authentication,Magento 2 Two-Factor Authentication extension is the effective solution with the latest advancement to help e-commerce business increase system security and be better protected from unauthorized access.,"0",https://www.mageplaza.com/magento-2-two-factor-authentication,"",https://www.mageplaza.com/assets/img/extensions/two-factor-authentication.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-two-factor-authentication,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1849,https://www.mageplaza.com/magento-2-social-share,"Social Share for Magento 2 is proper solution to public customers’ sharing experience to multiple social channels. This is an excellent method to promote store brand, increase traffic and improve site ranking effectively.","0",https://www.mageplaza.com/magento-2-social-share,"",https://www.mageplaza.com/assets/img/extensions/social-share.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-social-share,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1850,https://www.mageplaza.com/magento-2-delete-orders,"Magento 2 Delete Orders allows admin to delete orders and all the related documents - invoices, shipments, credit memos with ease. This is the perfect solution to delete all test orders which can make you confused and make sure admin backends well-organized.","0",https://www.mageplaza.com/magento-2-delete-orders,"",https://www.mageplaza.com/assets/img/extensions/magento-2-delete-order.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-delete-orders,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1851,https://www.mageplaza.com/magento-2-webhook,"Mageplaza Webhook for Magento 2 helps online store to configure to send an API request to a configurable destination (URL) when specific event entities occur. This is a very useful tool supporting stores updates instant, real-time notifications.","0",https://www.mageplaza.com/magento-2-webhook,"",https://www.mageplaza.com/assets/img/extensions/webhook.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-webhook,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1852,https://www.mageplaza.com/magento-2-instagram-feed,"Instagram Feed is an effective extension to integrate Instagram images to Magento 2 stores. This trendy module allows placing eye-catching Instagram photos block to any pages, which will draw customer retention and bring a modern look to online stores.","0",https://www.mageplaza.com/magento-2-instagram-feed,"",https://www.mageplaza.com/assets/img/extensions/instagram-feed.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-instagram-feed,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1853,https://www.mageplaza.com/magento-2-same-order-number,"Magento 2 Same Order Number by Mageplaza helps store owners easily create the same Increment ID for associated billing documents including Order, Shipment, Invoice and Credit Memo.","0",https://www.mageplaza.com/magento-2-same-order-number,"",https://www.mageplaza.com/assets/img/extensions/same-order-number.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-same-order-number,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1854,https://www.mageplaza.com/magento-2-facebook-plugin,"Magento 2 Facebook Plugin, Comments, Widget, Feed allows store owners to embed and promote the Facebook page right on the main shopping sites. This brings an easy way for visitors to interact with the Facebook page right from the websites they are visiting.","0",https://www.mageplaza.com/magento-2-facebook-plugin,"",https://www.mageplaza.com/assets/img/extensions/facebook-plugin.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-facebook-plugin,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1855,https://www.mageplaza.com/magento-2-backend-reindex,Magento 2 Backend Reindex extension allows store admins to update individual or all indexes manually right from the admin backend easily instead of running the command line.,"0",https://www.mageplaza.com/magento-2-backend-reindex,"",https://www.mageplaza.com/assets/img/extensions/backend-reindex.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-backend-reindex,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1856,https://www.mageplaza.com/magento-2-twitter-widget,Twitter Widget for Magento 2 allows stores to attach Twitter account in store websites. This is the trendy way to connect more Twitter users with the stores easily. Twitter Widget is a way to better interact with customers and make the shopping site look up-to-date and professional.,"0",https://www.mageplaza.com/magento-2-twitter-widget,"",https://www.mageplaza.com/assets/img/extensions/twitter-widget.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-twitter-widget,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1857,https://www.mageplaza.com/magento-2-better-maintenance,"Magento 2 Maintenance extension helps you notify customers that your site is currently under maintenance or upgradation, and prepare for upcoming products/ services. Thanks to Better Maintenance module, store visitors are well informed about maintenance progress as well as the launch date with comfort.","0",https://www.mageplaza.com/magento-2-better-maintenance,"",https://www.mageplaza.com/assets/img/extensions/better-maintenance.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-better-maintenance,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1858,https://www.mageplaza.com/magento-2-better-popup,"Mageplaza Better Popup / Exit Intent Popup for Magento 2 improves customer retention and converts abandoning store visitors to customers/subscribers. With the support of exit-intent popups, online stores can draw attention to subscription, discount coupons and other content on their page.","0",https://www.mageplaza.com/magento-2-better-popup,"",https://www.mageplaza.com/assets/img/extensions/better-popup.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-better-popup,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1859,https://www.mageplaza.com/magento-2-newsletter-popup,Magento 2 Newsletter popup is a key solution for Brand awareness and marketing strategies that help inform a great deal of hot and last-updated information from your websites to customers. Online stores get sales increase and generate more loyal customers as consequently.,"0",https://www.mageplaza.com/magento-2-newsletter-popup,"",https://www.mageplaza.com/assets/img/extensions/newsletter-popup.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-better-popup,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1860,https://www.mageplaza.com/magento-2-product-slider-extension,Magento 2 Product Slider module allows showing all suggested products friendly that match to customer’s expectation.,"0",https://www.mageplaza.com/magento-2-product-slider-extension,"",https://www.mageplaza.com/assets/img/extensions/magento-2-product-slider.jpg,Mageplaza,"","",https://github.com/mageplaza/magento-2-product-slider,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1861,https://www.mageplaza.com/magento-2-currency-formatter,"Magento 2 Currency Formatter extension brings the flexibility in formatting the price currency appearance in Magento stores. With the support of Currency Formatter, customers from multi-nations will feel familiar to the price format and avoid risks of misunderstanding.","0",https://www.mageplaza.com/magento-2-currency-formatter,"",https://www.mageplaza.com/assets/img/extensions/currency-formatter.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-currency-formatter,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1862,https://www.mageplaza.com/magento-2-banner-slider-extension,Magento 2 Banner Slider extension is a powerful marketing tool that helps store owners insert unlimited eye-catching banner sliders. Banner Slider extension enhances visual effects and UX of visitors then increases CTR for your promotional campaigns.,"0",https://www.mageplaza.com/magento-2-banner-slider-extension,"",https://www.mageplaza.com/assets/img/extensions/magento-2-banner-slider.jpg,Mageplaza,"","",https://github.com/mageplaza/magento-2-banner-slider,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1863,https://www.mageplaza.com/magento-2-lazy-loading,Magento 2 Lazy Loading extension allows speeding up the site load by showing the image only at the demanding time. Lazy Loading improves site performance and reduces bounce rate due to slow loading.,"0",https://www.mageplaza.com/magento-2-lazy-loading,"",https://www.mageplaza.com/assets/img/extensions/lazy-loading.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-lazy-loading,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1864,https://www.mageplaza.com/magento-2-ajax-layered-navigation,Magento 2 Ajax Layered Navigation by Mageplaza is a clever solution to improve user experience during their shopping on online stores. This extension applies the modern AJAX technology to enhance the filtering systems to boost the satisfaction of customers towards every filtering action on pages.,"0",https://www.mageplaza.com/magento-2-ajax-layered-navigation,"",https://www.mageplaza.com/assets/img/extensions/ajax-layered-navigation.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-ajax-layered-navigation,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1865,https://www.mageplaza.com/magento-2-social-login-extension,Magento 2 Social Login extension is designed for quick login to your Magento 2 store without processing complex register steps,"0",https://www.mageplaza.com/magento-2-social-login-extension,"",https://www.mageplaza.com/assets/img/extensions/magento-2-social-login-extension.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-social-login,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1866,https://www.mageplaza.com/magento-2-cron-schedule,"Magento 2 Cron Schedule extension helps store admins view, manage and schedule cron tasks in an easy way from store backend. The module contributes significantly to prevent errors and improve store performance.","0",https://www.mageplaza.com/magento-2-cron-schedule,"",https://www.mageplaza.com/assets/img/extensions/cron-schedule.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-cron-schedule,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1867,https://www.mageplaza.com/magento-2-google-recaptcha,Magento 2 Google reCaptcha extension helps you create a shield which protects your store from spams and bots. Invisible reCaptcha is implemented into the module to help improve user experience and conversion rates.,"0",https://www.mageplaza.com/magento-2-google-recaptcha,"",https://www.mageplaza.com/assets/img/extensions/google-recaptcha.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-google-recaptcha,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1868,https://www.mageplaza.com/magento-2-login-as-customer,Magento 2 Login As Customer is the helpful extension which provides store administrators the access capabilities the same as customers. This will support stores on behalf of customers to take charge of their accounts in specific necessary or urgent cases.,"0",https://www.mageplaza.com/magento-2-login-as-customer,"",https://www.mageplaza.com/assets/img/extensions/login-as-customer.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-login-as-customer,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1869,https://www.mageplaza.com/magento-2-email-attachments,"Magento 2 Email Attachments extension allows attaching important billing documents as PDF invoice, Credit Memo, Shipment and adds Terms and Conditions to sales emails. This helps customers follow all purchasing information while checking emails from stores.","0",https://www.mageplaza.com/magento-2-email-attachments,"",https://www.mageplaza.com/assets/img/extensions/email-attachments.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-email-attachments,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1870,https://www.mageplaza.com/magento-2-customer-approval,Magento 2 Customer Approval extension is a solution which helps store owner to approve or reject new account registration from customers in specific cases. This is regarded as an effective control method of customer accounts in e-commerce stores.,"0",https://www.mageplaza.com/magento-2-customer-approval,"",https://www.mageplaza.com/assets/img/extensions/customer-approval.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-customer-approval,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1871,https://www.mageplaza.com/magento-2-google-maps,"Magento 2 Google Maps extension allows displaying the location of the store on Contact us Page, which makes the site look more informative and professional.","0",https://www.mageplaza.com/magento-2-google-maps,"",https://www.mageplaza.com/assets/img/extensions/google-maps.png,Mageplaza,"","",https://github.com/mageplaza/magento-2-google-maps,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
1872,https://www.mageplaza.com/magento-2-social-suite,"Magento 2 Social Suite is the mixture extension for Magento 2 store to optimize the sales effectiveness in social channels via the integration of multiple applications including Social Login, Social Share, Facebook Plugin, Instagram Feed, Twitter Widget, and Share Cart.","0",https://www.mageplaza.com/magento-2-social-suite,"",https://www.mageplaza.com/assets/img/extensions/social-suite.png,Mageplaza,"","",null,,,,,"0","0",2022-01-25 23:26:38,2022-01-25 23:26:38
2349,TrustedSite,TrustedSite offers a suite of certifications that help to alleviate the most common concerns that people have when they shop online. Earn these certifications to display TrustedSite trustmarks throughout your site and show visitors that they can trust your business.,"0",https://marketplace.magento.com/mcafeesecure-module-mcafeesecure.html,4.5,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/0/6/0622_ts-240x240-icon.jpg,TrustedSite,"Payments & Security, Fraud", Payments & Security,"",2,"0.0.10","03 November, 2021",1,"0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2350,MSI Improved Import & Export Add-On,"This is an add-on of Firebear Studio Improved Import and Export extension. To use this add-on, you must have purchased and installed Improved Import and Export first. You must also have installed the Magento 2.3 MSI free extension.","0",https://marketplace.magento.com/firebear-importexport-msi.html,5,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/e/3/e36b_add-oniconmsi.png,Firebear Studio,"Shipping & Fulfillment, Address Verification, Order Management (OMS), Warehouse Management System (WMS)",addressverification,"",1,1.1.2,"08 December, 2021","0","0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2351,Login With Mobile Number,"Keeping the existing customer buying trends in mind, store owners cannot take the risk of irritating them by making them fill registration forms again and again. Once the first time registration is done, customers must be able to login seamlessly. The Magento development company named Sparsh technologies came up with the idea of logging in the store using just the mobile number or email address or both.","0",https://marketplace.magento.com/sparsh-magento-2-login-with-mobile-number-extension.html,5,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/f/a/fac8_sparshloginwithmobilenumber.png,Sparsh Technologies,"Content & Customizations, Mobile, Personalization & Experience Management, Site Search & Navigation",mobile,"",1,1.0.1,"08 November, 2021","0","0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2352,Social Share,"Social media is everywhere and the eCommerce sector is no exception! Hundreds and thousands of people are found accessing social networking sites day in day out, which means it is high time for businesses to make the most of such situations. Keeping the current tendency in mind, Sparsh Technologies recently developed a Magento 2 extension named Social Share. It is more kind of an effective tool that allows your customers to instantly share their favorite products, categories or any other CMS pages on popular social networks like Facebook, Twitter, Google, WhatsApp, Pinterest, LinkedIn and more.","0",https://marketplace.magento.com/sparsh-magento-2-social-share-extension.html,5,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/b/d/bde0_social-share.png,Sparsh Technologies,"Marketing, Marketing Automation, Advertising",marketingautomation,"",1,1.0.1,"08 November, 2021","0","0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2353,Banner Slider,"Do you want to pull in the consideration of potential clients visiting your website? Provided that this is true, make sure to look at this extension. This Banner Slider is a fully responsive Magento 2 extension developed by Sparsh which enables you to include exquisite sliders with unlimited pictures and video slides. Initially, you can gather the slider information and arrange it as you see fit. You can include a plethora of pictures and video slides to your collected information with different design alternatives. You can also include these banner sliders practically any place on your webshop. A few potential use cases include adding a full-screen picture slider to your landing page for better marketing or adding a slider to the cart to advance the potential strategical pitch of the items.","0",https://marketplace.magento.com/sparsh-magento-2-banner-extension.html,5,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/7/e/7e5b_banner-slider.png,Sparsh Technologies,"Marketing, CRM, SEO/SEM, Advertising",crm,"",5,"1.3.0","22 December, 2021","0","0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2354,Geo Lock,Do you want to know where your shoppers come from? Are you in search of ways to protect your store from any fraudulent customer actions? Do you need to control and manage store access for different countries and IP addresses? Geo Lock extension will come in handy! It’ll help you identify shoppers’ geographical locations and allow/deny their access.,"0",https://marketplace.magento.com/mageworx-module-geolockmeta.html,5,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/b/5/b5f8_geolock.jpg,Mageworx,Sales, Sales,"",2,"1.1.0","11 January, 2022","0","0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2355,Easyship,"Easyship is the all-in-one shipping platform that allows eCommerce retailers to take their businesses global with low shipping costs and increased conversion rates. Whether you’re sending out 100 shipments a month or 50,000, we have a solution that will take care of all your needs.","0",https://marketplace.magento.com/goeasyship-shipping.html,5,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/6/7/67e3_magento-easyship-app-assets_logo-small.png,Easyship,Shipping & Fulfillment, Shipping & Fulfillment,"",2,1.0.5,"04 June, 2021",1,"0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2356,Sendcloud,"Sendcloud enables more than 15,000 e-commerce businesses to save time, effort and money to their most crucial process: shipping.","0",https://marketplace.magento.com/sendcloud-sendcloud.html,4.6,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/b/4/b4ff_magentoicon.png,Sendcloud,"Shipping & Fulfillment, Address Verification, Order Management (OMS)",addressverification,"",9,1.8.2,"07 December, 2021",1,"0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2357,Shop By Brand,"Managing numerous manufacturers and selling their items through the online store? Need to improve the online layered route? How about we make connecting with properties and brand pages with our Shop By Brand module. The extension helps your clients look through the items by brands and by different choices like classification, shading, value, book writer, film sort, and so forth.","0",https://marketplace.magento.com/sparsh-magento-2-brand-extension.html,5,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/2/2/2215_shop-by-brand.png,Sparsh Technologies,"Marketing, CRM, SEO/SEM, Advertising",crm,"",1,"1.2.0","26 November, 2021","0","0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2358,Buy Now,"There is no doubt in the fact that advertising has been carefully and blatantly woven into our lives. But have you wondered what makes one carefully thought out advert? The ones featuring the ‘Buy Now’ button. At Sparsh, we have a team of Magento 2 developers who have developed a Buy Now extension with the sole purpose to make the checkout process easy and as quick as possible. The extension is designed in such a way that the Buy Now buttons by default will be shown on Catalog Page, Product detail page, Related products list page, search result page, Up-sell products list page, Cross-sell products list page, Wish list page and on Compare products page.","0",https://marketplace.magento.com/sparsh-buy-now-magento-2-extension.html,5,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/8/1/8153_buy-now.png,Sparsh Technologies,"Content & Customizations, Personalization & Experience Management, Site Search & Navigation",personalization,"",2,1.0.1,"08 November, 2021","0","0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2359,eDesk Multichannel Helpdesk,"eDesk is the high-performance helpdesk that integrates with all major eCommerce marketplaces, shopping carts and social channels, to help sellers grow their online business and scale their customer support strategy.","0",https://marketplace.magento.com/xsellco-edesk.html,5,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/e/7/e70b_magento-240x240.jpg,xSellco,Customer Support, Customer Support,"",1,1.0.3,"11 January, 2022",1,"0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2360,Maintenance Mode,The Maintenance Mode extension for Magento 2 by Sparsh allows you to display a custom maintenance page on your storefront rather than showing the default Magento maintenance mode page. It is always good to let your visitors get informed about any downtime because of the maintenance or upgrading of the site along with the expected time for smooth user experience.,"0",https://marketplace.magento.com/sparsh-magento2-maintenance-mode-extension.html,4.5,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/d/a/da80_maintenance-mode.png,Sparsh Technologies,"Marketing, Email Marketing, Marketing Automation, Advertising",emailmarketing,"",4,"1.2.0","24 November, 2021","0","0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
2361,Nosto,"Nosto, a Magento Premier Technology Partner, enables retailers to deliver fully personalized, integrated commerce experiences with fine-tuned control of merchandising rules. An AI-Powered Commerce Experience Platform designed for ease of use, Nosto empowers retailers to build, launch and optimize 1:1 omnichannel marketing campaigns and digital experiences without the need for dedicated IT resources or a lengthy implementation process.","0",https://marketplace.magento.com/nosto-module-nostotagging.html,4.9,https://marketplace.magento.com/media/catalog/product/cache/adc9a2293be371a515eb30a463d80c57/6/5/652b_nostologo_2.jpg,Nosto Solutions Ltd,"Content & Customizations, Personalization & Experience Management",personalization,"",7,"5.2.10","06 October, 2021",1,"0","0",2022-01-28 02:24:28,2022-01-28 02:24:28
